体外诊断试剂代码,一级分类（方法学、专业）,二级分类（原理、路径）,三级分类（用途、品种）,检测类别,检测指标,应用方式,检测类型,企业名称
CJ10101000001102795,免疫法,化学发光,直接化学发光免疫分析法试剂,通用,通用,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200280101318,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗Sp100抗原抗体,通用型,单检,苏州同夏生物科技有限公司,,,
CJ10101200281100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗Sp100抗原抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200290100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200290101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,通用型,单检,湖南艾科柏生物技术有限公司,,,
CJ10101200291100014,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,专用型,单检,北京乐普诊断科技股份有限公司,,,
CJ10101200291100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200291101472,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101200291102795,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSA抗原IgG抗体,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200301100014,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSB抗原IgG抗体,专用型,单检,北京乐普诊断科技股份有限公司,,,
CJ10101200301101472,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSB抗原IgG抗体,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101200310100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSB抗原抗体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200310101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSB抗原抗体,通用型,单检,湖南艾科柏生物技术有限公司,,,
CJ10101200311100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗SSB抗原抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200321102795,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗U1RNP抗原IgG抗 体,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200380100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgA抗体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200380101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgA抗体,通用型,单检,湖南艾科柏生物技术有限公司,,,
CJ10101200381100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgA抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200381101472,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgA抗体,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101200381102795,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgA抗体,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200390100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200390101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,通用型,单检,湖南艾科柏生物技术有限公司,,,
CJ10101200391100014,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,专用型,单检,北京乐普诊断科技股份有限公司,,,
CJ10101200391100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200391101472,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101200391102795,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgG抗体,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200400100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgM抗体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200400101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgM抗体,通用型,单检,湖南艾科柏生物技术有限公司,,,
CJ10101200401100806,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgM抗体,专用型,单检,迈克生物股份有限公司,,,
CJ10101200401101472,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgM抗体,专用型,单检,威高生物科技（河北）有限公司,,,
CJ10101200401102795,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原 IgM抗体,专用型,单检,杭州西弗莱生物技术有限公司,,,
CJ10101200410100395,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原抗 体,通用型,单检,广州达泰生物工程技术有限公司,,,
CJ10101200410101782,免疫法,化学发光,直接化学发光免疫分析法试剂,抗体-自身抗体,抗β2糖蛋白Ⅰ抗原抗 体,通用型,单检,湖南艾科柏生物技术有限公司,,,
